species_a,species_b,timetree_taxon_id_a,timetree_taxon_id_b,timetree_query_a,timetree_query_b,timetree_name_a,timetree_name_b,timetree_mya,timetree_ci_low,timetree_ci_high,timetree_study_count,timetree_source,timetree_error
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Common marmoset (Callithrix jacchus),9578,9483,Hylobates,Callithrix jacchus,Hylobates,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Howler monkey (Alouatta spp.),9578,9499,Hylobates,Alouatta,Hylobates,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Diana monkey (Cercopithecus diana),9578,36224,Hylobates,Cercopithecus diana,Hylobates,Cercopithecus diana,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Putty-nosed monkey (Cercopithecus nictitans),9578,36228,Hylobates,Cercopithecus nictitans,Hylobates,Cercopithecus nictitans,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Red-tailed monkey (Cercopithecus ascanius),9578,36223,Hylobates,Cercopithecus ascanius,Hylobates,Cercopithecus ascanius,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",De Brazza’s monkey (Cercopithecus neglectus),9578,36227,Hylobates,Cercopithecus neglectus,Hylobates,Cercopithecus neglectus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",L’Hoest’s monkey (Allochrocebus lhoesti),9578,100224,Hylobates,Allochrocebus lhoesti,Hylobates,Allochrocebus lhoesti,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Patas monkey (Erythrocebus patas),9578,9538,Hylobates,Erythrocebus patas,Hylobates,Erythrocebus patas,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Talapoin monkey (Miopithecus talapoin),9578,36231,Hylobates,Miopithecus talapoin,Hylobates,Miopithecus talapoin,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Gelada (Theropithecus gelada),9578,9565,Hylobates,Theropithecus gelada,Hylobates,Theropithecus gelada,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Crowned monkey / Crowned guenon (Cercopithecus pogonias),9578,102108,Hylobates,Cercopithecus pogonias,Hylobates,Cercopithecus pogonias,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Mona monkey (Cercopithecus mona),9578,36226,Hylobates,Cercopithecus mona,Hylobates,Cercopithecus mona,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Chacma baboon (Papio ursinus),9578,36229,Hylobates,Papio ursinus,Hylobates,Papio ursinus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Zebra finch (Taeniopygia guttata),9578,59729,Hylobates,Taeniopygia guttata,Hylobates,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Indri (Indri indri),13513,34827,Eulemur,Indri indri,Eulemur,Indri indri,36.0,33.0,39.33,21.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Rhesus macaque (Macaca mulatta),13513,9544,Eulemur,Macaca mulatta,Eulemur,Macaca mulatta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Japanese macaque (Macaca fuscata),13513,9542,Eulemur,Macaca fuscata,Eulemur,Macaca fuscata,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Vervet monkey (Chlorocebus pygerythrus),13513,60710,Eulemur,Chlorocebus pygerythrus,Eulemur,Chlorocebus pygerythrus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Campbell's monkey (Cercopithecus campbelli),13513,303588,Eulemur,Cercopithecus campbelli,Eulemur,Cercopithecus campbelli,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Olive baboon (Papio anubis),13513,9555,Eulemur,Papio anubis,Eulemur,Papio anubis,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Yellow baboon (Papio cynocephalus),13513,9556,Eulemur,Papio cynocephalus,Eulemur,Papio cynocephalus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Ring-tailed lemur (Lemur catta),13513,9447,Eulemur,Lemur catta,Eulemur,Lemur catta,19.73,14.668,21.94079,17.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Mouse lemurs (Microcebus spp.),13513,13149,Eulemur,Microcebus,Eulemur,Microcebus,36.0,33.0,39.33,21.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Tufted capuchin (Sapajus apella),13513,9515,Eulemur,Sapajus apella,Eulemur,Sapajus apella,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Common marmoset (Callithrix jacchus),13513,9483,Eulemur,Callithrix jacchus,Eulemur,Callithrix jacchus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Howler monkey (Alouatta spp.),13513,9499,Eulemur,Alouatta,Eulemur,Alouatta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Diana monkey (Cercopithecus diana),13513,36224,Eulemur,Cercopithecus diana,Eulemur,Cercopithecus diana,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Putty-nosed monkey (Cercopithecus nictitans),13513,36228,Eulemur,Cercopithecus nictitans,Eulemur,Cercopithecus nictitans,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Red-tailed monkey (Cercopithecus ascanius),13513,36223,Eulemur,Cercopithecus ascanius,Eulemur,Cercopithecus ascanius,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),De Brazza’s monkey (Cercopithecus neglectus),13513,36227,Eulemur,Cercopithecus neglectus,Eulemur,Cercopithecus neglectus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),L’Hoest’s monkey (Allochrocebus lhoesti),13513,100224,Eulemur,Allochrocebus lhoesti,Eulemur,Allochrocebus lhoesti,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Patas monkey (Erythrocebus patas),13513,9538,Eulemur,Erythrocebus patas,Eulemur,Erythrocebus patas,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Talapoin monkey (Miopithecus talapoin),13513,36231,Eulemur,Miopithecus talapoin,Eulemur,Miopithecus talapoin,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Gelada (Theropithecus gelada),13513,9565,Eulemur,Theropithecus gelada,Eulemur,Theropithecus gelada,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Crowned monkey / Crowned guenon (Cercopithecus pogonias),13513,102108,Eulemur,Cercopithecus pogonias,Eulemur,Cercopithecus pogonias,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Mona monkey (Cercopithecus mona),13513,36226,Eulemur,Cercopithecus mona,Eulemur,Cercopithecus mona,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Chacma baboon (Papio ursinus),13513,36229,Eulemur,Papio ursinus,Eulemur,Papio ursinus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Brown lemurs (Eulemur spp.),Zebra finch (Taeniopygia guttata),13513,59729,Eulemur,Taeniopygia guttata,Eulemur,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Rhesus macaque (Macaca mulatta),34827,9544,Indri indri,Macaca mulatta,Indri indri,Macaca mulatta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Japanese macaque (Macaca fuscata),34827,9542,Indri indri,Macaca fuscata,Indri indri,Macaca fuscata,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Vervet monkey (Chlorocebus pygerythrus),34827,60710,Indri indri,Chlorocebus pygerythrus,Indri indri,Chlorocebus pygerythrus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Campbell's monkey (Cercopithecus campbelli),34827,303588,Indri indri,Cercopithecus campbelli,Indri indri,Cercopithecus campbelli,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Olive baboon (Papio anubis),34827,9555,Indri indri,Papio anubis,Indri indri,Papio anubis,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Yellow baboon (Papio cynocephalus),34827,9556,Indri indri,Papio cynocephalus,Indri indri,Papio cynocephalus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Ring-tailed lemur (Lemur catta),34827,9447,Indri indri,Lemur catta,Indri indri,Lemur catta,36.0,33.0,39.33,21.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Mouse lemurs (Microcebus spp.),34827,13149,Indri indri,Microcebus,Indri indri,Microcebus,35.94,32.37793,37.44,19.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Tufted capuchin (Sapajus apella),34827,9515,Indri indri,Sapajus apella,Indri indri,Sapajus apella,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Common marmoset (Callithrix jacchus),34827,9483,Indri indri,Callithrix jacchus,Indri indri,Callithrix jacchus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Howler monkey (Alouatta spp.),34827,9499,Indri indri,Alouatta,Indri indri,Alouatta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Diana monkey (Cercopithecus diana),34827,36224,Indri indri,Cercopithecus diana,Indri indri,Cercopithecus diana,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Putty-nosed monkey (Cercopithecus nictitans),34827,36228,Indri indri,Cercopithecus nictitans,Indri indri,Cercopithecus nictitans,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Red-tailed monkey (Cercopithecus ascanius),34827,36223,Indri indri,Cercopithecus ascanius,Indri indri,Cercopithecus ascanius,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),De Brazza’s monkey (Cercopithecus neglectus),34827,36227,Indri indri,Cercopithecus neglectus,Indri indri,Cercopithecus neglectus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),L’Hoest’s monkey (Allochrocebus lhoesti),34827,100224,Indri indri,Allochrocebus lhoesti,Indri indri,Allochrocebus lhoesti,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Patas monkey (Erythrocebus patas),34827,9538,Indri indri,Erythrocebus patas,Indri indri,Erythrocebus patas,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Talapoin monkey (Miopithecus talapoin),34827,36231,Indri indri,Miopithecus talapoin,Indri indri,Miopithecus talapoin,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Gelada (Theropithecus gelada),34827,9565,Indri indri,Theropithecus gelada,Indri indri,Theropithecus gelada,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Crowned monkey / Crowned guenon (Cercopithecus pogonias),34827,102108,Indri indri,Cercopithecus pogonias,Indri indri,Cercopithecus pogonias,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Mona monkey (Cercopithecus mona),34827,36226,Indri indri,Cercopithecus mona,Indri indri,Cercopithecus mona,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Chacma baboon (Papio ursinus),34827,36229,Indri indri,Papio ursinus,Indri indri,Papio ursinus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Indri (Indri indri),Zebra finch (Taeniopygia guttata),34827,59729,Indri indri,Taeniopygia guttata,Indri indri,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Japanese macaque (Macaca fuscata),9544,9542,Macaca mulatta,Macaca fuscata,Macaca mulatta,Macaca fuscata,3.718905,1.53,9.83621,4.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Vervet monkey (Chlorocebus pygerythrus),9544,60710,Macaca mulatta,Chlorocebus pygerythrus,Macaca mulatta,Chlorocebus pygerythrus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Campbell's monkey (Cercopithecus campbelli),9544,303588,Macaca mulatta,Cercopithecus campbelli,Macaca mulatta,Cercopithecus campbelli,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Olive baboon (Papio anubis),9544,9555,Macaca mulatta,Papio anubis,Macaca mulatta,Papio anubis,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Yellow baboon (Papio cynocephalus),9544,9556,Macaca mulatta,Papio cynocephalus,Macaca mulatta,Papio cynocephalus,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Ring-tailed lemur (Lemur catta),9544,9447,Macaca mulatta,Lemur catta,Macaca mulatta,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Mouse lemurs (Microcebus spp.),9544,13149,Macaca mulatta,Microcebus,Macaca mulatta,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Tufted capuchin (Sapajus apella),9544,9515,Macaca mulatta,Sapajus apella,Macaca mulatta,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Common marmoset (Callithrix jacchus),9544,9483,Macaca mulatta,Callithrix jacchus,Macaca mulatta,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Howler monkey (Alouatta spp.),9544,9499,Macaca mulatta,Alouatta,Macaca mulatta,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Diana monkey (Cercopithecus diana),9544,36224,Macaca mulatta,Cercopithecus diana,Macaca mulatta,Cercopithecus diana,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Putty-nosed monkey (Cercopithecus nictitans),9544,36228,Macaca mulatta,Cercopithecus nictitans,Macaca mulatta,Cercopithecus nictitans,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Red-tailed monkey (Cercopithecus ascanius),9544,36223,Macaca mulatta,Cercopithecus ascanius,Macaca mulatta,Cercopithecus ascanius,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),De Brazza’s monkey (Cercopithecus neglectus),9544,36227,Macaca mulatta,Cercopithecus neglectus,Macaca mulatta,Cercopithecus neglectus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),L’Hoest’s monkey (Allochrocebus lhoesti),9544,100224,Macaca mulatta,Allochrocebus lhoesti,Macaca mulatta,Allochrocebus lhoesti,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Patas monkey (Erythrocebus patas),9544,9538,Macaca mulatta,Erythrocebus patas,Macaca mulatta,Erythrocebus patas,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Talapoin monkey (Miopithecus talapoin),9544,36231,Macaca mulatta,Miopithecus talapoin,Macaca mulatta,Miopithecus talapoin,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Gelada (Theropithecus gelada),9544,9565,Macaca mulatta,Theropithecus gelada,Macaca mulatta,Theropithecus gelada,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9544,102108,Macaca mulatta,Cercopithecus pogonias,Macaca mulatta,Cercopithecus pogonias,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Mona monkey (Cercopithecus mona),9544,36226,Macaca mulatta,Cercopithecus mona,Macaca mulatta,Cercopithecus mona,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Chacma baboon (Papio ursinus),9544,36229,Macaca mulatta,Papio ursinus,Macaca mulatta,Papio ursinus,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Rhesus macaque (Macaca mulatta),Zebra finch (Taeniopygia guttata),9544,59729,Macaca mulatta,Taeniopygia guttata,Macaca mulatta,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Vervet monkey (Chlorocebus pygerythrus),9542,60710,Macaca fuscata,Chlorocebus pygerythrus,Macaca fuscata,Chlorocebus pygerythrus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Campbell's monkey (Cercopithecus campbelli),9542,303588,Macaca fuscata,Cercopithecus campbelli,Macaca fuscata,Cercopithecus campbelli,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Olive baboon (Papio anubis),9542,9555,Macaca fuscata,Papio anubis,Macaca fuscata,Papio anubis,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Yellow baboon (Papio cynocephalus),9542,9556,Macaca fuscata,Papio cynocephalus,Macaca fuscata,Papio cynocephalus,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Ring-tailed lemur (Lemur catta),9542,9447,Macaca fuscata,Lemur catta,Macaca fuscata,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Mouse lemurs (Microcebus spp.),9542,13149,Macaca fuscata,Microcebus,Macaca fuscata,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Tufted capuchin (Sapajus apella),9542,9515,Macaca fuscata,Sapajus apella,Macaca fuscata,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Common marmoset (Callithrix jacchus),9542,9483,Macaca fuscata,Callithrix jacchus,Macaca fuscata,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Howler monkey (Alouatta spp.),9542,9499,Macaca fuscata,Alouatta,Macaca fuscata,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Diana monkey (Cercopithecus diana),9542,36224,Macaca fuscata,Cercopithecus diana,Macaca fuscata,Cercopithecus diana,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Putty-nosed monkey (Cercopithecus nictitans),9542,36228,Macaca fuscata,Cercopithecus nictitans,Macaca fuscata,Cercopithecus nictitans,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Red-tailed monkey (Cercopithecus ascanius),9542,36223,Macaca fuscata,Cercopithecus ascanius,Macaca fuscata,Cercopithecus ascanius,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),De Brazza’s monkey (Cercopithecus neglectus),9542,36227,Macaca fuscata,Cercopithecus neglectus,Macaca fuscata,Cercopithecus neglectus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),L’Hoest’s monkey (Allochrocebus lhoesti),9542,100224,Macaca fuscata,Allochrocebus lhoesti,Macaca fuscata,Allochrocebus lhoesti,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Patas monkey (Erythrocebus patas),9542,9538,Macaca fuscata,Erythrocebus patas,Macaca fuscata,Erythrocebus patas,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Talapoin monkey (Miopithecus talapoin),9542,36231,Macaca fuscata,Miopithecus talapoin,Macaca fuscata,Miopithecus talapoin,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Gelada (Theropithecus gelada),9542,9565,Macaca fuscata,Theropithecus gelada,Macaca fuscata,Theropithecus gelada,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9542,102108,Macaca fuscata,Cercopithecus pogonias,Macaca fuscata,Cercopithecus pogonias,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Mona monkey (Cercopithecus mona),9542,36226,Macaca fuscata,Cercopithecus mona,Macaca fuscata,Cercopithecus mona,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Chacma baboon (Papio ursinus),9542,36229,Macaca fuscata,Papio ursinus,Macaca fuscata,Papio ursinus,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Japanese macaque (Macaca fuscata),Zebra finch (Taeniopygia guttata),9542,59729,Macaca fuscata,Taeniopygia guttata,Macaca fuscata,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Campbell's monkey (Cercopithecus campbelli),60710,303588,Chlorocebus pygerythrus,Cercopithecus campbelli,Chlorocebus pygerythrus,Cercopithecus campbelli,7.38319,4.7293,13.8,5.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Olive baboon (Papio anubis),60710,9555,Chlorocebus pygerythrus,Papio anubis,Chlorocebus pygerythrus,Papio anubis,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Yellow baboon (Papio cynocephalus),60710,9556,Chlorocebus pygerythrus,Papio cynocephalus,Chlorocebus pygerythrus,Papio cynocephalus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Ring-tailed lemur (Lemur catta),60710,9447,Chlorocebus pygerythrus,Lemur catta,Chlorocebus pygerythrus,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Mouse lemurs (Microcebus spp.),60710,13149,Chlorocebus pygerythrus,Microcebus,Chlorocebus pygerythrus,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Tufted capuchin (Sapajus apella),60710,9515,Chlorocebus pygerythrus,Sapajus apella,Chlorocebus pygerythrus,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Common marmoset (Callithrix jacchus),60710,9483,Chlorocebus pygerythrus,Callithrix jacchus,Chlorocebus pygerythrus,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Howler monkey (Alouatta spp.),60710,9499,Chlorocebus pygerythrus,Alouatta,Chlorocebus pygerythrus,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Diana monkey (Cercopithecus diana),60710,36224,Chlorocebus pygerythrus,Cercopithecus diana,Chlorocebus pygerythrus,Cercopithecus diana,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Putty-nosed monkey (Cercopithecus nictitans),60710,36228,Chlorocebus pygerythrus,Cercopithecus nictitans,Chlorocebus pygerythrus,Cercopithecus nictitans,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Red-tailed monkey (Cercopithecus ascanius),60710,36223,Chlorocebus pygerythrus,Cercopithecus ascanius,Chlorocebus pygerythrus,Cercopithecus ascanius,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),De Brazza’s monkey (Cercopithecus neglectus),60710,36227,Chlorocebus pygerythrus,Cercopithecus neglectus,Chlorocebus pygerythrus,Cercopithecus neglectus,8.61071,7.0046,11.448,5.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),L’Hoest’s monkey (Allochrocebus lhoesti),60710,100224,Chlorocebus pygerythrus,Allochrocebus lhoesti,Chlorocebus pygerythrus,Allochrocebus lhoesti,5.5541,4.8,9.02845,7.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Patas monkey (Erythrocebus patas),60710,9538,Chlorocebus pygerythrus,Erythrocebus patas,Chlorocebus pygerythrus,Erythrocebus patas,5.5541,4.8,9.02845,7.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Talapoin monkey (Miopithecus talapoin),60710,36231,Chlorocebus pygerythrus,Miopithecus talapoin,Chlorocebus pygerythrus,Miopithecus talapoin,8.859425,7.5516,12.946,8.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Gelada (Theropithecus gelada),60710,9565,Chlorocebus pygerythrus,Theropithecus gelada,Chlorocebus pygerythrus,Theropithecus gelada,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Vervet monkey (Chlorocebus pygerythrus),Crowned monkey / Crowned guenon (Cercopithecus pogonias),60710,102108,Chlorocebus pygerythrus,Cercopithecus pogonias,Chlorocebus pygerythrus,Cercopithecus pogonias,5.091342,0.0,0.0,5.0,TimeTree API pairwise summaryjson,
